Id,MSSubClass,MSZoning,LotFrontage,LotArea,Street,Alley,LotShape,LandContour,Utilities,LotConfig,LandSlope,Neighborhood,Condition1,Condition2,BldgType,HouseStyle,OverallQual,OverallCond,YearBuilt,YearRemodAdd,RoofStyle,RoofMatl,Exterior1st,Exterior2nd,MasVnrType,MasVnrArea,ExterQual,ExterCond,Foundation,BsmtQual,BsmtCond,BsmtExposure,BsmtFinType1,BsmtFinSF1,BsmtFinType2,BsmtFinSF2,BsmtUnfSF,TotalBsmtSF,Heating,HeatingQC,CentralAir,Electrical,1stFlrSF,2ndFlrSF,LowQualFinSF,GrLivArea,BsmtFullBath,BsmtHalfBath,FullBath,HalfBath,BedroomAbvGr,KitchenAbvGr,KitchenQual,TotRmsAbvGrd,Functional,Fireplaces,FireplaceQu,GarageType,GarageYrBlt,GarageFinish,GarageCars,GarageArea,GarageQual,GarageCond,PavedDrive,WoodDeckSF,OpenPorchSF,EnclosedPorch,3SsnPorch,ScreenPorch,PoolArea,PoolQC,Fence,MiscFeature,MiscVal,MoSold,YrSold,SaleType,SaleCondition,SalePrice,(LotFrontage+LotArea)*3
183.0,20.0,RL,60.0,9060.0,Pave,,Reg,Lvl,AllPub,Inside,Gtl,Edwards,Artery,Norm,1Fam,1Story,5.0,6.0,1957.0,2006.0,Hip,CompShg,Wd Sdng,Wd Sdng,BrkFace,98.0,TA,TA,PConc,,,,,0.0,,0.0,0.0,0.0,GasA,Ex,Y,SBrkr,1340.0,0.0,0.0,1340.0,0.0,0.0,1.0,0.0,3.0,1.0,TA,7.0,Typ,1.0,Gd,Attchd,1957.0,RFn,1.0,252.0,TA,TA,Y,116.0,0.0,0.0,180.0,0.0,0.0,,MnPrv,,0.0,6.0,2007.0,WD,Normal,120000.0,27360.0
1427.0,60.0,RL,81.0,10944.0,Pave,,IR1,Lvl,AllPub,Inside,Gtl,NoRidge,Norm,Norm,1Fam,2Story,7.0,5.0,1994.0,1994.0,Gable,CompShg,VinylSd,VinylSd,BrkFace,448.0,Gd,TA,PConc,Gd,TA,No,GLQ,1000.0,Unf,0.0,223.0,1223.0,GasA,Ex,Y,SBrkr,1223.0,904.0,0.0,2127.0,1.0,0.0,2.0,1.0,3.0,1.0,Gd,5.0,Typ,2.0,TA,Attchd,1994.0,RFn,2.0,525.0,TA,TA,Y,171.0,132.0,0.0,0.0,0.0,0.0,,,,0.0,8.0,2008.0,WD,Normal,271000.0,33075.0
829.0,60.0,RL,,28698.0,Pave,,IR2,Low,AllPub,CulDSac,Sev,ClearCr,Norm,Norm,1Fam,2Story,5.0,5.0,1967.0,1967.0,Flat,Tar&Grv,Plywood,Plywood,,0.0,TA,TA,PConc,TA,Gd,Gd,LwQ,249.0,ALQ,764.0,0.0,1013.0,GasA,TA,Y,SBrkr,1160.0,966.0,0.0,2126.0,0.0,1.0,2.0,1.0,3.0,1.0,TA,7.0,Min2,0.0,,Attchd,1967.0,Fin,2.0,538.0,TA,TA,Y,486.0,0.0,0.0,0.0,225.0,0.0,,,,0.0,6.0,2009.0,WD,Abnorml,185000.0,
555.0,60.0,RL,85.0,10625.0,Pave,,Reg,Lvl,AllPub,Inside,Gtl,NridgHt,Norm,Norm,1Fam,2Story,7.0,5.0,2003.0,2004.0,Gable,CompShg,VinylSd,VinylSd,BrkFace,292.0,Gd,TA,PConc,Gd,TA,No,GLQ,866.0,Unf,0.0,132.0,998.0,GasA,Ex,Y,SBrkr,1006.0,1040.0,0.0,2046.0,1.0,0.0,2.0,1.0,3.0,1.0,Gd,8.0,Typ,1.0,Gd,BuiltIn,2003.0,RFn,3.0,871.0,TA,TA,Y,320.0,62.0,0.0,0.0,0.0,0.0,,,,0.0,8.0,2008.0,WD,Normal,284000.0,32130.0
1238.0,60.0,RL,41.0,12393.0,Pave,,IR2,Lvl,AllPub,FR2,Gtl,CollgCr,Norm,Norm,1Fam,2Story,7.0,5.0,2004.0,2005.0,Gable,CompShg,VinylSd,VinylSd,,0.0,Gd,TA,PConc,Gd,TA,No,Unf,0.0,Unf,0.0,847.0,847.0,GasA,Ex,Y,SBrkr,847.0,1101.0,0.0,1948.0,0.0,0.0,2.0,1.0,4.0,1.0,Gd,8.0,Typ,1.0,Gd,BuiltIn,2004.0,Fin,2.0,434.0,TA,TA,Y,100.0,48.0,0.0,0.0,0.0,0.0,,,,0.0,9.0,2006.0,WD,Normal,195000.0,37302.0
97.0,20.0,RL,78.0,10264.0,Pave,,IR1,Lvl,AllPub,Inside,Gtl,CollgCr,Norm,Norm,1Fam,1Story,7.0,5.0,1999.0,1999.0,Gable,CompShg,VinylSd,VinylSd,BrkFace,183.0,Gd,TA,PConc,Gd,TA,Av,ALQ,1162.0,Unf,0.0,426.0,1588.0,GasA,Ex,Y,SBrkr,1588.0,0.0,0.0,1588.0,0.0,0.0,2.0,0.0,3.0,1.0,Gd,6.0,Typ,0.0,,Attchd,1999.0,RFn,2.0,472.0,TA,TA,Y,158.0,29.0,0.0,0.0,0.0,0.0,,,,0.0,8.0,2006.0,WD,Normal,214000.0,31026.0
407.0,50.0,RL,51.0,10480.0,Pave,,Reg,Lvl,AllPub,Inside,Gtl,SWISU,Norm,Norm,1Fam,1.5Fin,6.0,5.0,1936.0,1950.0,Gable,CompShg,MetalSd,MetalSd,,0.0,TA,TA,BrkTil,TA,TA,No,Unf,0.0,Unf,0.0,1064.0,1064.0,GasA,Ex,Y,FuseA,1166.0,0.0,473.0,1639.0,0.0,0.0,1.0,0.0,3.0,1.0,TA,6.0,Maj2,0.0,,Detchd,1936.0,Unf,1.0,240.0,TA,TA,Y,0.0,0.0,0.0,0.0,0.0,0.0,,,,0.0,3.0,2008.0,WD,Normal,115000.0,31593.0
501.0,160.0,RM,21.0,1890.0,Pave,,Reg,Lvl,AllPub,Inside,Gtl,BrDale,Norm,Norm,Twnhs,2Story,6.0,5.0,1973.0,1973.0,Gable,CompShg,HdBoard,HdBoard,BrkFace,285.0,TA,TA,CBlock,TA,TA,No,BLQ,356.0,Unf,0.0,316.0,672.0,GasA,TA,Y,SBrkr,672.0,546.0,0.0,1218.0,0.0,0.0,1.0,1.0,3.0,1.0,TA,7.0,Typ,0.0,,Detchd,1973.0,Unf,1.0,264.0,TA,TA,Y,144.0,28.0,0.0,0.0,0.0,0.0,,,,0.0,5.0,2007.0,WD,Normal,113000.0,5733.0
329.0,75.0,RL,,11888.0,Pave,Pave,IR1,Bnk,AllPub,Inside,Gtl,BrkSide,PosN,Norm,1Fam,2.5Unf,6.0,6.0,1916.0,1994.0,Gable,CompShg,Wd Sdng,Wd Shng,,0.0,TA,TA,BrkTil,TA,TA,No,Unf,0.0,Unf,0.0,844.0,844.0,GasA,Gd,N,FuseA,1445.0,689.0,0.0,2134.0,0.0,0.0,2.0,0.0,5.0,1.0,Gd,10.0,Typ,0.0,,Detchd,1930.0,Unf,2.0,441.0,TA,TA,Y,0.0,60.0,268.0,0.0,0.0,0.0,,,,0.0,7.0,2009.0,WD,Normal,214500.0,
361.0,85.0,RL,,7540.0,Pave,,IR1,Lvl,AllPub,CulDSac,Gtl,Mitchel,Norm,Norm,1Fam,SFoyer,6.0,6.0,1978.0,1978.0,Gable,CompShg,VinylSd,VinylSd,,0.0,TA,TA,CBlock,Gd,TA,Av,GLQ,773.0,Unf,0.0,115.0,888.0,GasA,Ex,Y,SBrkr,912.0,0.0,0.0,912.0,1.0,0.0,1.0,0.0,2.0,1.0,TA,5.0,Typ,1.0,TA,Attchd,1978.0,RFn,2.0,470.0,TA,TA,Y,0.0,0.0,0.0,0.0,192.0,0.0,,MnPrv,,0.0,6.0,2007.0,WD,Normal,156000.0,
898.0,90.0,RL,64.0,7018.0,Pave,,Reg,Lvl,AllPub,Inside,Gtl,SawyerW,Feedr,Norm,Duplex,2Story,5.0,5.0,1979.0,1979.0,Gable,CompShg,Plywood,Plywood,,0.0,TA,TA,Slab,,,,,0.0,,0.0,0.0,0.0,GasA,TA,Y,SBrkr,1120.0,1120.0,0.0,2240.0,0.0,0.0,2.0,0.0,6.0,2.0,TA,12.0,Typ,0.0,,Detchd,1979.0,Unf,2.0,528.0,TA,TA,Y,154.0,0.0,0.0,0.0,0.0,0.0,,,,0.0,6.0,2009.0,WD,Alloca,142953.0,21246.0
530.0,20.0,RL,,32668.0,Pave,,IR1,Lvl,AllPub,CulDSac,Gtl,Crawfor,Norm,Norm,1Fam,1Story,6.0,3.0,1957.0,1975.0,Hip,CompShg,Wd Sdng,Stone,,,Gd,TA,PConc,TA,TA,No,Rec,1219.0,Unf,0.0,816.0,2035.0,GasA,TA,Y,SBrkr,2515.0,0.0,0.0,2515.0,1.0,0.0,3.0,0.0,4.0,2.0,TA,9.0,Maj1,2.0,TA,Attchd,1975.0,RFn,2.0,484.0,TA,TA,Y,0.0,0.0,200.0,0.0,0.0,0.0,,,,0.0,3.0,2007.0,WD,Alloca,200624.0,
682.0,50.0,RH,55.0,4500.0,Pave,Pave,IR2,Bnk,AllPub,Inside,Gtl,SWISU,Norm,Norm,1Fam,1.5Fin,5.0,5.0,1932.0,2000.0,Gable,CompShg,VinylSd,Stucco,,0.0,TA,TA,BrkTil,TA,TA,No,Rec,182.0,Unf,0.0,611.0,793.0,GasA,Ex,Y,SBrkr,848.0,672.0,0.0,1520.0,0.0,0.0,1.0,0.0,3.0,1.0,TA,6.0,Typ,0.0,,Detchd,1968.0,Unf,1.0,281.0,TA,TA,Y,0.0,0.0,56.0,0.0,0.0,0.0,,,,0.0,7.0,2009.0,WD,Abnorml,159434.0,13665.0
939.0,60.0,RL,73.0,8760.0,Pave,,Reg,Lvl,AllPub,Inside,Gtl,CollgCr,Norm,Norm,1Fam,2Story,7.0,5.0,2006.0,2006.0,Gable,CompShg,VinylSd,VinylSd,,0.0,Gd,TA,PConc,Gd,Gd,Mn,GLQ,464.0,Unf,0.0,927.0,1391.0,GasA,Ex,Y,SBrkr,1391.0,571.0,0.0,1962.0,0.0,0.0,2.0,1.0,3.0,1.0,Gd,7.0,Typ,0.0,,Attchd,2006.0,RFn,3.0,868.0,TA,TA,Y,0.0,90.0,0.0,0.0,0.0,0.0,,,,0.0,8.0,2006.0,New,Partial,239799.0,26499.0
860.0,60.0,RL,,11029.0,Pave,,IR1,Lvl,AllPub,Corner,Gtl,NWAmes,PosA,Norm,1Fam,2Story,6.0,7.0,1968.0,1984.0,Gable,CompShg,HdBoard,HdBoard,BrkFace,220.0,TA,TA,CBlock,TA,TA,Mn,BLQ,619.0,Unf,0.0,435.0,1054.0,GasA,TA,Y,SBrkr,1512.0,1142.0,0.0,2654.0,1.0,0.0,2.0,1.0,4.0,1.0,Gd,9.0,Typ,1.0,Gd,Attchd,1968.0,Unf,2.0,619.0,TA,TA,Y,0.0,65.0,0.0,0.0,222.0,0.0,,,,0.0,8.0,2006.0,WD,Normal,250000.0,
894.0,20.0,RL,,13284.0,Pave,,Reg,Lvl,AllPub,Inside,Gtl,Sawyer,PosN,Norm,1Fam,1Story,5.0,5.0,1954.0,1954.0,Gable,CompShg,Wd Sdng,Plywood,,0.0,TA,TA,PConc,Gd,TA,Mn,BLQ,1064.0,Unf,0.0,319.0,1383.0,GasA,TA,Y,SBrkr,1383.0,0.0,0.0,1383.0,1.0,0.0,1.0,0.0,3.0,1.0,TA,6.0,Typ,1.0,Gd,Attchd,1954.0,Unf,1.0,354.0,TA,TA,Y,511.0,116.0,0.0,0.0,0.0,0.0,,GdPrv,,0.0,6.0,2008.0,WD,Normal,165000.0,
897.0,30.0,RM,50.0,8765.0,Pave,Grvl,Reg,Lvl,AllPub,Inside,Gtl,IDOTRR,Norm,Norm,1Fam,1Story,4.0,6.0,1936.0,1950.0,Gable,CompShg,Wd Sdng,Wd Sdng,,0.0,TA,TA,BrkTil,TA,TA,No,ALQ,285.0,Unf,0.0,666.0,951.0,GasA,Ex,N,SBrkr,951.0,0.0,0.0,951.0,0.0,0.0,1.0,0.0,2.0,1.0,TA,6.0,Typ,0.0,,Detchd,1936.0,Unf,1.0,327.0,TA,TA,Y,0.0,28.0,0.0,0.0,0.0,0.0,,,,0.0,4.0,2006.0,WD,Abnorml,106500.0,26445.0
847.0,60.0,RL,75.0,9317.0,Pave,,Reg,Lvl,AllPub,Inside,Gtl,SawyerW,Norm,Norm,1Fam,2Story,7.0,5.0,1993.0,1993.0,Gable,CompShg,HdBoard,HdBoard,BrkFace,137.0,Gd,TA,PConc,Gd,TA,No,ALQ,513.0,Unf,0.0,227.0,740.0,GasA,Ex,Y,SBrkr,1006.0,769.0,0.0,1775.0,1.0,0.0,2.0,1.0,3.0,1.0,Gd,7.0,Typ,1.0,TA,Attchd,1993.0,Unf,2.0,425.0,TA,TA,Y,234.0,72.0,192.0,0.0,0.0,0.0,,,,0.0,7.0,2009.0,WD,Normal,213000.0,28176.0
126.0,190.0,RM,60.0,6780.0,Pave,,Reg,Lvl,AllPub,Inside,Gtl,IDOTRR,Norm,Norm,2fmCon,1.5Fin,6.0,8.0,1935.0,1982.0,Gable,CompShg,Wd Sdng,Wd Sdng,,0.0,TA,Fa,CBlock,TA,TA,Av,GLQ,490.0,Unf,0.0,30.0,520.0,GasA,Gd,N,SBrkr,520.0,0.0,234.0,754.0,1.0,0.0,1.0,0.0,2.0,1.0,TA,5.0,Typ,0.0,,,,,0.0,0.0,,,N,53.0,0.0,0.0,0.0,0.0,0.0,,,,0.0,6.0,2006.0,WD,Normal,84500.0,20520.0
574.0,80.0,RL,76.0,9967.0,Pave,,IR1,Lvl,AllPub,Inside,Gtl,Gilbert,Norm,Norm,1Fam,SLvl,7.0,5.0,2000.0,2000.0,Gable,CompShg,VinylSd,VinylSd,,0.0,TA,TA,PConc,Gd,TA,No,Unf,0.0,Unf,0.0,384.0,384.0,GasA,Ex,Y,SBrkr,774.0,656.0,0.0,1430.0,0.0,0.0,2.0,1.0,3.0,1.0,TA,8.0,Typ,1.0,TA,BuiltIn,2000.0,RFn,2.0,400.0,TA,TA,Y,100.0,0.0,0.0,0.0,0.0,0.0,,,,0.0,12.0,2007.0,WD,Normal,170000.0,30129.0
1385.0,50.0,RL,60.0,9060.0,Pave,,Reg,Lvl,AllPub,Inside,Gtl,Edwards,Norm,Norm,1Fam,1.5Fin,6.0,5.0,1939.0,1950.0,Gable,CompShg,WdShing,Wd Shng,,0.0,TA,TA,BrkTil,TA,TA,Mn,Rec,204.0,Unf,0.0,356.0,560.0,GasA,TA,Y,SBrkr,698.0,560.0,0.0,1258.0,0.0,0.0,1.0,0.0,2.0,1.0,TA,6.0,Typ,0.0,,Detchd,1939.0,Unf,1.0,280.0,TA,TA,P,0.0,0.0,0.0,0.0,0.0,0.0,,MnPrv,,0.0,10.0,2009.0,WD,Normal,105000.0,27360.0
1010.0,50.0,RL,60.0,6000.0,Pave,,Reg,Lvl,AllPub,Inside,Gtl,SWISU,Norm,Norm,1Fam,1.5Fin,5.0,5.0,1926.0,1950.0,Gable,CompShg,Wd Sdng,Wd Sdng,,0.0,TA,Fa,BrkTil,TA,TA,No,Unf,0.0,Unf,0.0,1008.0,1008.0,GasA,Ex,Y,SBrkr,1008.0,0.0,514.0,1522.0,0.0,0.0,2.0,0.0,4.0,1.0,TA,7.0,Typ,0.0,,,,,0.0,0.0,,,P,0.0,0.0,138.0,0.0,0.0,0.0,,,,0.0,6.0,2006.0,WD,Normal,102000.0,18180.0
720.0,20.0,RL,69.0,9920.0,Pave,,IR1,Lvl,AllPub,Inside,Gtl,CollgCr,Norm,Norm,1Fam,1Story,5.0,6.0,1969.0,1969.0,Gable,CompShg,HdBoard,Plywood,,0.0,TA,TA,CBlock,Gd,TA,Gd,ALQ,523.0,Unf,0.0,448.0,971.0,GasA,TA,Y,SBrkr,971.0,0.0,0.0,971.0,0.0,0.0,1.0,1.0,3.0,1.0,TA,5.0,Typ,1.0,Po,Attchd,1969.0,Unf,1.0,300.0,TA,TA,Y,0.0,0.0,0.0,0.0,0.0,0.0,,,,0.0,5.0,2006.0,WD,Normal,128500.0,29967.0
1186.0,50.0,RL,60.0,9738.0,Pave,,Reg,Lvl,AllPub,Inside,Gtl,Edwards,Norm,Norm,1Fam,1.5Fin,5.0,7.0,1924.0,1950.0,Gable,CompShg,AsbShng,AsbShng,,0.0,TA,Gd,BrkTil,TA,TA,No,BLQ,392.0,Unf,0.0,392.0,784.0,GasA,Gd,Y,SBrkr,949.0,272.0,0.0,1221.0,1.0,0.0,1.0,0.0,4.0,1.0,TA,7.0,Typ,0.0,,Attchd,1965.0,Unf,1.0,392.0,TA,TA,Y,0.0,0.0,236.0,0.0,0.0,0.0,,,,0.0,3.0,2006.0,WD,Normal,104900.0,29394.0
379.0,20.0,RL,88.0,11394.0,Pave,,Reg,Lvl,AllPub,Corner,Gtl,StoneBr,Norm,Norm,1Fam,1Story,9.0,2.0,2010.0,2010.0,Hip,CompShg,VinylSd,VinylSd,Stone,350.0,Gd,TA,PConc,Ex,TA,Av,GLQ,1445.0,Unf,0.0,411.0,1856.0,GasA,Ex,Y,SBrkr,1856.0,0.0,0.0,1856.0,1.0,0.0,1.0,1.0,1.0,1.0,Ex,8.0,Typ,1.0,Ex,Attchd,2010.0,Fin,3.0,834.0,TA,TA,Y,113.0,0.0,0.0,0.0,0.0,0.0,,,,0.0,6.0,2010.0,New,Partial,394432.0,34446.0
415.0,60.0,RL,59.0,11228.0,Pave,,IR2,Lvl,AllPub,CulDSac,Gtl,SawyerW,Norm,Norm,1Fam,2Story,7.0,5.0,1993.0,1993.0,Gable,CompShg,VinylSd,VinylSd,,0.0,Gd,TA,PConc,Gd,TA,No,BLQ,50.0,GLQ,531.0,499.0,1080.0,GasA,Ex,Y,SBrkr,1080.0,1017.0,0.0,2097.0,0.0,1.0,2.0,1.0,3.0,1.0,Gd,9.0,Typ,1.0,TA,Attchd,1993.0,Unf,3.0,678.0,TA,TA,Y,196.0,187.0,0.0,0.0,0.0,0.0,,,,0.0,12.0,2008.0,WD,Normal,228000.0,33861.0
4.0,70.0,RL,60.0,9550.0,Pave,,IR1,Lvl,AllPub,Corner,Gtl,Crawfor,Norm,Norm,1Fam,2Story,7.0,5.0,1915.0,1970.0,Gable,CompShg,Wd Sdng,Wd Shng,,0.0,TA,TA,BrkTil,TA,Gd,No,ALQ,216.0,Unf,0.0,540.0,756.0,GasA,Gd,Y,SBrkr,961.0,756.0,0.0,1717.0,1.0,0.0,1.0,0.0,3.0,1.0,Gd,7.0,Typ,1.0,Gd,Detchd,1998.0,Unf,3.0,642.0,TA,TA,Y,0.0,35.0,272.0,0.0,0.0,0.0,,,,0.0,2.0,2006.0,WD,Abnorml,140000.0,28830.0
1413.0,90.0,RL,60.0,7200.0,Pave,,Reg,Lvl,AllPub,Inside,Gtl,mes,Norm,Norm,Duplex,1Story,4.0,5.0,1949.0,1950.0,Gable,CompShg,BrkFace,Stone,,0.0,TA,TA,Slab,,,,,0.0,,0.0,0.0,0.0,Wall,Fa,N,FuseF,1040.0,0.0,0.0,1040.0,0.0,0.0,2.0,0.0,2.0,2.0,TA,6.0,Typ,0.0,,Detchd,1956.0,Unf,2.0,420.0,TA,TA,Y,0.0,0.0,0.0,0.0,0.0,0.0,,,,0.0,6.0,2009.0,WD,Normal,90000.0,21780.0
739.0,90.0,RL,60.0,10800.0,Pave,,Reg,Lvl,AllPub,Inside,Gtl,Edwards,Norm,Norm,Duplex,1Story,5.0,5.0,1987.0,1988.0,Gable,CompShg,Plywood,Plywood,,0.0,TA,TA,CBlock,Gd,Gd,Gd,GLQ,1200.0,Unf,0.0,0.0,1200.0,GasA,TA,Y,SBrkr,1200.0,0.0,0.0,1200.0,3.0,0.0,3.0,0.0,3.0,1.0,TA,5.0,Typ,0.0,,,,,0.0,0.0,,,Y,120.0,0.0,0.0,0.0,0.0,0.0,,,,0.0,3.0,2009.0,WD,Alloca,179000.0,32580.0
1336.0,20.0,RL,80.0,9650.0,Pave,,Reg,Lvl,AllPub,Inside,Gtl,NWAmes,Norm,Norm,1Fam,1Story,6.0,5.0,1977.0,1977.0,Gable,CompShg,Plywood,Plywood,BrkFace,360.0,TA,TA,CBlock,Gd,TA,No,ALQ,686.0,Unf,0.0,664.0,1350.0,GasA,TA,Y,SBrkr,1334.0,0.0,0.0,1334.0,0.0,1.0,2.0,0.0,2.0,1.0,TA,6.0,Typ,1.0,TA,Attchd,1977.0,RFn,2.0,630.0,TA,TA,Y,0.0,16.0,0.0,0.0,0.0,0.0,,,,0.0,4.0,2009.0,WD,Normal,167900.0,29190.0
1140.0,30.0,RL,98.0,8731.0,Pave,,IR1,Lvl,AllPub,Inside,Gtl,BrkSide,Norm,Norm,1Fam,1Story,5.0,5.0,1920.0,1950.0,Gable,CompShg,Stucco,Stucco,,0.0,TA,Fa,BrkTil,TA,TA,No,BLQ,645.0,Unf,0.0,270.0,915.0,GasA,TA,Y,SBrkr,1167.0,0.0,0.0,1167.0,0.0,0.0,1.0,0.0,3.0,1.0,TA,6.0,Maj1,1.0,Gd,Detchd,1972.0,Unf,2.0,495.0,TA,TA,Y,0.0,0.0,216.0,0.0,126.0,0.0,,,,0.0,5.0,2007.0,WD,Normal,144000.0,26487.0
401.0,120.0,RL,38.0,14963.0,Pave,,IR2,Lvl,AllPub,Inside,Gtl,Veenker,Norm,Norm,TwnhsE,1Story,8.0,5.0,1996.0,1996.0,Gable,CompShg,BrkFace,BrkFace,,0.0,Gd,TA,PConc,Gd,TA,No,GLQ,786.0,Unf,0.0,474.0,1260.0,GasA,Ex,Y,SBrkr,1288.0,0.0,0.0,1288.0,1.0,0.0,1.0,1.0,1.0,1.0,Ex,4.0,Typ,2.0,Gd,Attchd,1996.0,Fin,2.0,500.0,TA,TA,Y,120.0,30.0,0.0,0.0,224.0,0.0,,,,0.0,12.0,2008.0,WD,Normal,245500.0,45003.0
596.0,20.0,RL,69.0,11302.0,Pave,,IR1,Lvl,AllPub,Inside,Gtl,StoneBr,Norm,Norm,1Fam,1Story,8.0,5.0,2005.0,2006.0,Gable,CompShg,VinylSd,Other,BrkFace,238.0,Gd,TA,PConc,Gd,TA,Gd,GLQ,1422.0,Unf,0.0,392.0,1814.0,GasA,Ex,Y,SBrkr,1826.0,0.0,0.0,1826.0,1.0,0.0,2.0,0.0,3.0,1.0,Gd,7.0,Typ,1.0,TA,Attchd,2005.0,Fin,3.0,758.0,TA,TA,Y,180.0,75.0,0.0,0.0,120.0,0.0,,,,0.0,8.0,2006.0,New,Partial,319000.0,34113.0
1068.0,60.0,RL,80.0,9760.0,Pave,,Reg,Lvl,AllPub,Inside,Mod,mes,Norm,Norm,1Fam,2Story,6.0,6.0,1964.0,1964.0,Gable,CompShg,HdBoard,HdBoard,BrkFace,360.0,TA,TA,CBlock,TA,TA,Gd,GLQ,674.0,LwQ,106.0,0.0,780.0,GasA,TA,Y,SBrkr,798.0,813.0,0.0,1611.0,1.0,0.0,1.0,1.0,4.0,1.0,TA,7.0,Typ,0.0,,Attchd,1964.0,RFn,2.0,442.0,TA,TA,Y,328.0,128.0,0.0,0.0,189.0,0.0,,,,0.0,6.0,2008.0,WD,Normal,167900.0,29520.0
620.0,60.0,RL,85.0,12244.0,Pave,,Reg,Lvl,AllPub,Inside,Gtl,Timber,Norm,Norm,1Fam,2Story,8.0,5.0,2003.0,2003.0,Hip,CompShg,VinylSd,VinylSd,Stone,226.0,Gd,TA,PConc,Gd,TA,Gd,GLQ,871.0,Unf,0.0,611.0,1482.0,GasA,Ex,Y,SBrkr,1482.0,780.0,0.0,2262.0,1.0,0.0,2.0,1.0,4.0,1.0,Gd,10.0,Typ,2.0,Gd,Attchd,2003.0,Fin,3.0,749.0,TA,TA,Y,168.0,0.0,0.0,0.0,0.0,0.0,,,,0.0,8.0,2008.0,WD,Normal,305000.0,36987.0
1286.0,50.0,RM,50.0,6000.0,Pave,,Reg,Lvl,AllPub,Inside,Gtl,BrkSide,Norm,Norm,1Fam,1.5Fin,6.0,6.0,1939.0,1950.0,Gable,CompShg,MetalSd,MetalSd,,0.0,TA,Fa,CBlock,TA,TA,No,Unf,0.0,Unf,0.0,780.0,780.0,GasA,Ex,Y,FuseF,825.0,587.0,0.0,1412.0,0.0,0.0,1.0,0.0,4.0,1.0,TA,6.0,Typ,1.0,Gd,Detchd,1939.0,Unf,1.0,280.0,TA,TA,Y,45.0,0.0,0.0,0.0,0.0,0.0,,,,0.0,5.0,2009.0,WD,Normal,132500.0,18150.0
1192.0,160.0,FV,24.0,2645.0,Pave,Pave,Reg,Lvl,AllPub,Inside,Gtl,Somerst,Norm,Norm,Twnhs,2Story,8.0,5.0,1999.0,2000.0,Gable,CompShg,MetalSd,MetalSd,BrkFace,456.0,Gd,TA,PConc,Gd,TA,No,Unf,0.0,Unf,0.0,776.0,776.0,GasA,Ex,Y,SBrkr,764.0,677.0,0.0,1441.0,0.0,0.0,2.0,1.0,2.0,1.0,Gd,5.0,Typ,0.0,,Detchd,1999.0,Unf,2.0,492.0,TA,TA,Y,206.0,0.0,0.0,0.0,0.0,0.0,,,,0.0,11.0,2007.0,WD,Normal,174000.0,8007.0
429.0,20.0,RL,64.0,6762.0,Pave,,Reg,Lvl,AllPub,Inside,Gtl,CollgCr,Norm,Norm,1Fam,1Story,7.0,5.0,2007.0,2007.0,Gable,CompShg,VinylSd,VinylSd,BrkFace,108.0,Gd,TA,PConc,Gd,TA,No,GLQ,664.0,Unf,0.0,544.0,1208.0,GasA,Ex,Y,SBrkr,1208.0,0.0,0.0,1208.0,1.0,0.0,2.0,0.0,2.0,1.0,Gd,6.0,Typ,0.0,,Attchd,2007.0,RFn,2.0,628.0,TA,TA,Y,105.0,54.0,0.0,0.0,0.0,0.0,,,,0.0,9.0,2007.0,New,Partial,195400.0,20478.0
1051.0,20.0,RL,73.0,8993.0,Pave,,IR1,Lvl,AllPub,Inside,Gtl,Gilbert,Norm,Norm,1Fam,1Story,7.0,5.0,2007.0,2007.0,Gable,CompShg,VinylSd,VinylSd,,0.0,Gd,TA,PConc,Gd,TA,Av,Unf,0.0,Unf,0.0,1302.0,1302.0,GasA,Ex,Y,SBrkr,1302.0,0.0,0.0,1302.0,0.0,0.0,2.0,0.0,3.0,1.0,Gd,6.0,Typ,0.0,,Attchd,2007.0,Fin,2.0,436.0,TA,TA,Y,0.0,22.0,0.0,0.0,0.0,0.0,,,,0.0,8.0,2007.0,New,Partial,176485.0,27198.0
1266.0,160.0,FV,35.0,3735.0,Pave,,Reg,Lvl,AllPub,FR3,Gtl,Somerst,Norm,Norm,TwnhsE,2Story,7.0,5.0,1999.0,1999.0,Hip,CompShg,MetalSd,MetalSd,BrkFace,218.0,Gd,TA,PConc,Gd,TA,No,GLQ,450.0,Unf,0.0,241.0,691.0,GasA,Ex,Y,SBrkr,713.0,739.0,0.0,1452.0,1.0,0.0,2.0,1.0,3.0,1.0,Gd,6.0,Typ,0.0,,Detchd,1999.0,Unf,2.0,506.0,TA,TA,Y,0.0,34.0,0.0,0.0,0.0,0.0,,,,0.0,3.0,2006.0,WD,Normal,183900.0,11310.0
843.0,80.0,RL,82.0,9020.0,Pave,,Reg,Lvl,AllPub,Inside,Gtl,mes,Norm,Norm,1Fam,SLvl,6.0,7.0,1966.0,1966.0,Gable,CompShg,HdBoard,HdBoard,BrkFace,183.0,TA,TA,CBlock,TA,TA,Gd,Rec,312.0,ALQ,539.0,276.0,1127.0,GasA,TA,Y,SBrkr,1165.0,0.0,0.0,1165.0,1.0,0.0,1.0,1.0,3.0,1.0,TA,6.0,Typ,0.0,,Attchd,1966.0,RFn,2.0,490.0,Gd,Gd,Y,0.0,129.0,0.0,0.0,0.0,0.0,,GdPrv,,0.0,5.0,2008.0,WD,Normal,174900.0,27306.0
